gene_id	TCGA-A7-A13F-01A-11R-A12P-07	TCGA-A7-A13F-11A-42R-A12P-07	TCGA-AO-A12B-01A-11R-A10J-07	TCGA-AR-A1AP-01A-11R-A12P-07	TCGA-AR-A1AS-01A-11R-A12P-07	TCGA-AR-A1AV-01A-21R-A12P-07	TCGA-AR-A1AW-01A-21R-A12P-07	TCGA-BH-A0DD-01A-31R-A12P-07	TCGA-BH-A0DD-11A-23R-A12P-07	TCGA-BH-A0DG-01A-21R-A12P-07	TCGA-BH-A0DG-11A-43R-A12P-07
PIP4K2B|8396	2165.0602	2876.9645	2228.9883	1659.4692	2049.5272	2054.2954	2698.4487	10100.1401	2937.5542	1741.4107	2895.515
PIP4K2C|79837	2335.743	777.7279	784.4381	2677.4629	1842.8636	2969.8218	1300.4162	1853.9916	550.3036	1639.2691	1202.6101
PIP5K1A|8394	1556.6265	1091.154	1972.3015	2109.3117	2500.6754	2323.5168	1518.3504	1531.8627	1014.7441	2138.7209	1288.1804
PIP5K1B|8395	45.7831	197.5752	30.4472	12.5956	41.4228	258.522	205.8267	205.8824	45.967	171.3478	237.2181
PIP5K1C|23396	1914.4578	1335.4288	1913.9444	2448.493	1185.0518	1557.4937	1827.8471	1714.6359	1498.2654	1863.9807	872.5531
PIP5K1P1|206426	4.0161	0.8981	7.6118	0.8997	0.9005	0.5783	2.6485	1.7507	0.8673	0	2.3127
PIP5KL1|138429	30.1205	17.9614	66.3918	47.6833	46.8258	0.5783	8.3239	3.1513	7.8057	12.0902	17.8409
PIPOX|51268	13.6546	12.573	3.8059	10.3464	8.5547	9.2536	35.944	9.8039	15.1778	15.0086	23.4575
PIPSL|266971	255.4217	138.3026	233.4285	212.3257	271.9496	248.4009	197.1245	156.5126	151.778	191.7761	147.6832
PIR|8544	228.1124	321.5088	93.456	288.3491	125.1688	52.0514	140.7491	132.0028	636.1665	215.9566	141.4058
PIRT|644139	0	0	0	0	0	0	0	0	3.9029	1.2507	0.6608
PISD|23761	888.3534	1484.9573	950.629	1915.4296	673.5705	654.691	557.6996	556.3725	1675.1951	772.1074	622.7802
PISRT1|140464	0	0	0	0	0	0	0	0	0	0	0
PITPNA|5306	1344.5783	1876.0665	1862.7762	2241.1156	1394.8672	2160.4224	3067.3477	1312.6751	1800.0867	2317.156	2171.9666
PITPNB|23760	1318.4739	1255.9497	1132.4664	730.9942	1439.4417	823.8581	1850.1703	1812.6751	1339.549	1078.5323	1569.6704
PITPNC1|26207	1119.6787	374.4948	377.6298	167.3414	178.2981	207.0489	346.5759	269.6078	429.3148	524.883	245.1474
PITPNM1|9600	114.8594	268.9717	287.5568	502.924	538.0459	944.1546	587.2115	454.4818	367.7363	381.8847	309.9034
PITPNM2|57605	148.996	370.0045	201.2898	102.1143	34.6691	228.4478	524.0257	145.3081	477.0165	168.0126	188.9816
PITPNM3|83394	16.4659	158.0602	246.1148	126.8556	13.5074	25.1582	112.7507	33.2633	221.5958	64.6202	300.3221
PITRM1|10531	2530.0683	1837.2699	1841.535	2952.5821	1846.3215	2466.4905	1889.9962	1286.7017	1905.7502	1201.7777	822.3606
PITX1|5307	415.261	6.2865	732.4241	587.4944	339.0365	374.7701	754.4457	680.6723	13.0095	270.1542	4.6254
PITX2|5308	2.008	13.9201	2.5373	2.6991	15.3084	3.4701	2.6485	1.0504	42.4978	14.1748	15.1978
PITX3|5309	0.8032	1.3471	0	1.7994	0	0.2892	0	0	0.4337	1.2507	0
PIWIL1|9271	0	0	0	0	0	0.5783	0	0.3501	0	1.6676	0.3304
PIWIL2|55124	2.4096	22.9008	1.2686	1.3495	0.9005	4.916	10.594	4.902	93.235	5.0029	6.2774
PIWIL3|440822	0	0	0	0	0	0	0	0	0	0	0
PIWIL4|143689	4.0161	77.3597	6.3432	12.2222	6.3035	21.4278	64.3738	17.1744	63.4345	25.5354	199.7753
PJA1|64219	915.6627	1059.7216	350.5656	636.5272	583.9712	571.9871	427.9228	474.7899	1854.2931	599.5089	821.343
PJA2|9867	2783.1325	4013.022	4589.0686	3593.3423	2240.8825	5334.4014	3098.7514	2295.1681	5010.4076	2400.537	5779.7968
PKD1|5310	465.4618	2254.1536	554.3926	2013.0454	1407.9244	1469.0063	874.3852	1193.9776	4207.2853	1375.3684	1359.2137
PKD1L1|168507	5.2209	92.9502	6.3432	8.0972	3.602	10.4103	12.4858	13.6555	58.5299	38.3552	18.8321
PKD1L2|114780	7.6305	113.6057	13.955	9.8965	50.4277	31.52	5.6754	13.6555	153.9462	15.4255	31.3868
PKD1L3|342372	0.4016	4.4903	1.2686	0.8997	0.4502	0.2892	0.3784	0.7003	3.4692	1.2507	0.6608
PKD2|5311	257.0281	1403.233	178.0315	398.1107	228.2756	397.9041	561.4832	394.958	2609.2801	691.2279	1302.0567
PKD2L1|9033	12.8514	3.1432	1.2686	1.7994	3.602	4.0484	3.4052	2.1008	0	5.4198	1.6519
PKD2L2|27039	0	0	1.4589	0.9852	0.4502	1.2753	1.6042	1.4251	2.7277	0.5086	1.3645
PKDCC|91461	42.5703	681.1855	951.0519	138.5515	11.7064	33.8334	278.4714	60.2241	2866.4354	96.305	135.7892
PKDREJ|10343	6.8273	11.6749	2.9601	4.9483	3.602	10.9886	17.4045	9.8039	11.2749	2.5014	12.2243
PKHD1|5314	1.6064	2.2452	0	6.7476	20.2611	0.2892	8.3239	0.3501	0.8673	31.2678	41.6288
PKHD1L1|93035	15.261	141.8949	0	0.8997	0	10.4103	54.4835	0.3501	2.1683	38.7721	69.3813
PKIA|5569	12.0482	72.7436	2.1144	21.5924	15.7587	11.8562	107.832	21.0084	95.4033	79.2119	128.8511
PKIB|5570	958.2329	121.6884	2609.5782	1378.3176	1944.6195	2423.8604	40.4843	2131.6527	37.7277	919.2748	651.1935
PKIG|11142	542.9719	852.7167	872.8195	984.2555	138.6763	209.3623	795.6867	670.5182	1021.6826	474.0206	571.2398
PKLR|5313	5.7871	2.8154	0	0.5713	3.674	0.7894	1.0481	0.4482	0.7502	0.4878	0
PKM2|5315	28418.4739	8557.2519	18053.494	30334.6829	52812.697	32668.3285	14542.1869	11942.2269	6323.0703	23949.9214	9175.5183
PKMYT1|9088	582.6546	11.5088	131.5657	306.8781	691.783	202.8675	201.9939	657.2339	12.9358	265.2723	18.3464
PKN1|5585	2487.5502	1730.1302	2104.6622	2548.3581	2573.6155	1922.4318	2571.3205	2778.7115	2541.1969	2080.3542	1140.8276
PKN2|5586	1316.0643	1506.96	814.0395	1170.9402	928.4106	1362.3009	1087.0223	992.6471	1762.3591	949.2919	2115.8008
PKN3|29941	192.7711	438.7068	391.5847	96.2663	107.1589	166.5645	66.591	206.9328	549.8699	128.4066	238.2093
PKNOX1|5316	352.6104	437.3597	598.3719	429.1498	598.8294	633.0029	505.4862	545.1681	378.144	503.6208	547.7823
PKNOX2|63876	9.6386	60.6197	2.5373	10.3464	1.801	2.8917	20.4313	0.3501	151.778	11.6733	28.0829
PKP1|5317	38.1526	2287.8312	1.6915	74.224	660.063	2.0242	345.0624	99.0896	348.222	305.5911	1932.7662
PKP2|5318	462.249	393.8033	280.7908	815.1147	1939.2166	395.3015	84.3738	432.7731	194.7095	194.2776	809.7795
PKP3|11187	1225.3012	431.0732	1702.9284	2499.3252	1720.3962	982.6148	229.6633	1008.0532	49.8699	672.4672	555.7116
PKP4|8502	2182.7309	3078.132	2736.8644	2932.9735	2226.9248	1729.2633	1788.4979	3786.4111	2133.9983	2193.7523	4489.3004
PL-5283|647087	1236.5462	850.4715	1023.7869	907.3324	1375.0563	1475.6573	1474.8392	1872.1989	762.7927	1367.8642	1289.8323
PLA1A|51365	35.3414	28.2892	20.2981	215.4746	1.801	22.2664	198.2596	50.4202	55.5074	57.1159	12.2243
PLA2G10|8399	40.5622	0	0.8458	6.7476	20.2611	24.0015	1.8918	17.8571	0	191.7761	15.8586
PLA2G12A|81579	1207.2289	971.7108	1313.4581	1242.0153	1115.2634	1687.6222	805.9024	1275.2101	1133.9983	684.9743	1524.077
PLA2G12B|84647	0	0.449	0	0	0	0.2892	0	0	0	0	0
PLA2G15|23659	912.8514	645.7117	263.4528	675.2137	1800.9905	803.905	531.9712	418.4174	704.6834	855.4883	373.3377
PLA2G16|11145	2179.5181	5678.4912	4041.442	883.0409	5059.8829	687.9461	1258.7968	865.5462	10658.2827	851.7362	1296.4401
PLA2G1B|5319	0.4016	0.449	0.4229	2.2492	0	0	1.1351	0	0	0	0.3304
PLA2G2A|5320	1.2048	799.7306	6.766	223.5717	4.5025	15.3262	2034.0522	0.3501	724.6314	92.5528	1.6519
PLA2G2C|391013	0	0	0	0	0.4502	0.2892	0.3784	0	0	0	0
PLA2G2D|26279	6.4257	13.471	5.0745	19.3432	3.1517	1.735	3405.9781	13.3053	1.301	104.6431	4.6254
PLA2G2E|30814	0	0	0	0	0	0	0	0	0	0	0
PLA2G2F|64600	0	0	0	0	0	0.5783	0	0	0.4337	0	0
PLA2G3|50487	0	3.1432	1.2686	7.6473	4.9527	0	1.1351	0.7003	0.4337	4.586	5.947
PLA2G4A|5321	36.1446	686.1248	16.4922	61.1786	9.005	27.4716	86.644	18.5574	563.3131	65.454	272.5696
PLA2G4C|8605	129.3173	153.5698	542.9749	148.448	138.6763	310.2842	298.146	232.1429	142.2376	392.3073	348.8891
PLA2G4D|283748	2.8112	0.449	6.766	6.2978	40.9725	0.5783	1.1351	0.3501	0	0	1.6519
PLA2G4E|123745	0	0.449	0	0	0	0.2892	0	0	0	0	0
PLA2G4F|255189	177.1084	18.8595	254.9952	65.2272	40.072	124.9234	9.8373	39.2157	1.7346	70.8738	33.6995
PLA2G5|5322	1.2048	56.5784	2.5373	20.2429	9.005	10.1211	21.188	6.6527	49.8699	16.6762	25.1094
PLA2G6|8398	95.9839	290.5254	348.0283	177.238	251.2382	207.6273	197.5028	281.8627	507.3721	396.4763	291.0713
PLA2G7|7941	72.6908	60.6197	10.5719	107.5124	14.8582	89.6441	887.6277	73.8796	243.7121	289.7487	85.5703
PLA2R1|22925	600	1083.9695	181.4145	354.4759	168.3926	446.7745	230.0416	228.6415	697.745	421.9075	1427.6039
PLAA|9373	1112.0402	876.9645	844.9096	685.1102	1016.6592	1017.5992	874.7635	957.2829	853.8595	805.0429	902.6183
PLAC1|10761	30.9237	0	50.7453	14.8448	3.1517	74.8962	33.2955	93.8375	1.7346	23.7636	0.3304
PLAC1L|219990	0	0	0	0	0	0	0	0	0	0	0
PLAC2|257000	526.9076	56.5784	2.9601	1199.7301	711.3913	497.3801	291.3356	249.2997	7.3721	316.0137	61.1217
PLAC4|191585	0.4016	4.9394	0	1.3495	0	1.1567	7.1888	2.8011	9.974	0.8338	13.2155
PLAC8|51316	4.8193	23.3498	12.6863	31.0391	0.4502	0.2892	351.1162	16.4566	23.4172	62.1188	17.5105
PLAC8L1|153770	0	0	1.2686	0	0.9005	1.735	0.7567	3.8515	0.8673	0	1.3215
PLAC9|219348	14.4578	1324.203	45.6708	62.978	17.5597	14.1695	53.3485	5.2521	1765.3946	107.5614	218.3861
PLAG1|5324	4.0161	15.2672	30.4472	10.7962	5.8532	20.8206	82.482	16.8067	32.0902	15.0086	50.2189
PLAGL1|5325	56.6265	916.8523	27.0642	147.0985	85.5471	109.3079	303.0382	78.0812	1068.8812	337.6928	889.0394
PLAGL2|5326	223.6948	566.6816	387.7788	853.8012	572.2647	649.775	942.1112	641.1064	302.6886	706.2365	717.271
PLAT|5327	2286.3454	2343.0624	27102.2307	1627.5304	4711.3913	8875.0535	601.2107	3193.6275	1510.8413	4437.1162	7047.4932
PLAU|5328	1069.8795	677.4944	186.4806	3151.1471	5774.606	1861.2657	1633.9387	1972.1499	751.6869	4369.4275	473.4385
PLAUR|5329	571.0843	139.6498	247.3834	919.928	1321.4768	569.9629	440.787	422.619	238.0746	884.6717	95.8123
PLB1|151056	32.9317	110.9115	33.4073	29.6896	28.3656	26.8932	40.1059	12.605	55.941	23.3467	65.4167
PLBD1|79887	4375.502	833.4082	435.564	411.6059	316.5241	218.0375	751.7972	461.4846	895.0564	457.7613	936.6482
PLBD2|196463	1664.257	1170.6331	273.6019	859.6491	579.919	1309.0928	811.5778	802.521	1891.1535	1326.1737	679.9372
PLCB1|23236	109.2369	558.599	35.9446	920.3779	23.4129	191.1443	83.9955	40.2661	337.3807	364.3747	766.1683
PLCB2|5330	93.5743	225.8644	117.1371	252.8115	134.624	184.7825	916.7613	138.6555	278.8378	377.2987	269.2657
PLCB3|5331	893.9759	557.2519	758.2197	1414.7548	1025.2139	495.0667	509.6481	495.098	811.7953	832.1417	432.1467
PLCB4|5332	175.1004	616.0754	9.7262	508.3221	168.3926	436.0751	225.8797	9.4538	531.2229	687.0589	498.8849
PLCD1|5333	316.0643	709.4746	203.4042	495.2767	348.4917	216.3025	205.07	144.958	763.2264	341.4449	499.8761
PLCD3|113026	1495.1807	945.2178	219.0506	654.9708	474.561	276.1616	226.258	416.3165	1122.2897	491.9475	660.7748
PLCD4|84812	179.1165	185.4513	460.5138	114.26	54.9302	142.8522	88.5358	160.7143	99.3062	64.6202	179.4003
PLCE1|51196	46.5863	436.4616	29.1786	176.7881	80.1441	58.9916	45.0246	48.6695	718.9939	205.534	312.8768
PLCG1|5335	4476.6827	2131.1046	701.5541	1893.3873	878.4331	1333.6611	2388.1877	2325.6303	2252.8144	1690.9444	1590.4584
PLCG2|5336	254.2169	894.0278	667.301	206.9276	77.4426	169.1671	2082.482	301.8207	1052.4718	416.0708	583.7945
PLCH1|23007	3.6145	151.7737	22.4125	103.0139	36.9203	83.8606	10.2157	219.888	7.8057	30.434	351.5322
PLCH2|9651	16.0643	413.1118	60.0486	235.2677	165.6911	185.3608	94.5895	5.2521	5.6375	74.6259	371.3554
PLCL1|5334	53.8153	264.0323	147.1614	538.4615	1689.7794	329.9481	446.4624	1251.7507	396.3573	300.5883	249.7729
PLCL2|23228	83.9357	511.0013	53.7055	240.6658	49.077	95.4276	664.3965	56.3725	529.4883	273.9064	251.7552
PLCXD1|55344	259.0361	275.7072	65.9689	132.7036	377.3075	313.1759	317.8207	396.3585	514.7441	844.2319	334.0216
PLCXD2|257068	3.2129	22.0027	3.383	22.4921	1.3507	30.9417	210.367	6.6527	25.1518	61.285	39.326
PLCXD3|345557	6.8273	217.3327	0.8458	17.9937	1.801	0.8675	6.4321	1.0504	218.1266	9.1719	31.7172
PLCZ1|89869	0	2.6942	0	0	0	0	0	0	0	0	1.6519
PLD1|5337	154.6185	740.009	87.1128	186.6847	109.8604	212.2541	306.0916	155.8123	823.0703	398.9777	838.8536
PLD2|5338	805.2209	1158.5092	397.0821	1199.2803	572.2647	711.6584	674.6122	378.8515	823.5039	996.819	1233.9969
PLD3|23646	4638.5542	4165.2447	8251.6122	5390.0135	2797.8388	3518.0965	5237.2304	2864.1457	5483.9549	4253.2612	2296.5227
PLD4|122618	94.7791	47.1486	120.943	144.3995	21.1616	62.1725	247.8244	20.3081	5.2038	173.4323	80.6145
PLD5|200150	0.8032	11.2259	3.8059	0	0	1.1567	0	0.7003	2.1683	0.4169	15.8586
PLD6|201164	85.1406	132.0162	560.3129	251.462	44.8041	109.3079	185.8191	51.1204	156.5481	158.8407	94.6229
PLDN|26258	1425.7028	1231.7018	1389.1532	1825.0112	869.4282	1624.293	1360.1967	1299.3697	1401.9948	994.7345	1631.1225
PLEC|5339	7267.4699	5312.9771	4482.5034	11473.6842	5008.1045	5919.4013	8013.9992	6211.8347	5853.8595	8285.1461	4728.1738
PLEK|5341	218.8755	432.8693	128.9777	525.8659	271.4993	268.3539	3864.5479	318.2773	755.8543	719.1605	258.3629
PLEK2|26499	68.2731	40.8621	320.9642	133.6032	312.4719	141.1171	53.3485	60.5742	0.8673	88.3838	82.5968
PLEKHA1|59338	582.3293	696.4526	410.6142	982.0063	419.6308	958.035	1171.3961	644.958	797.9185	428.1611	957.793
PLEKHA2|59339	628.9157	1070.0494	301.5118	575.7985	253.4894	399.9283	2085.8872	318.6275	948.3955	1119.389	993.1445
PLEKHA3|65977	305.2209	293.2196	327.7302	352.2267	251.6884	372.1675	319.7124	415.6162	429.7485	255.1456	403.7334
PLEKHA4|57664	307.6305	947.912	1154.0332	1823.6617	254.8402	461.2333	830.4956	1424.3697	807.8925	360.6225	1170.8929
PLEKHA5|54477	602.4096	746.7445	1173.9084	759.3342	718.145	757.6371	297.7677	944.3277	758.0225	471.9361	1253.1593
PLEKHA6|22874	1814.8594	1064.2119	1072.4178	2735.0427	2611.4363	2814.5351	906.1672	2680.6723	666.5221	1737.6586	2312.7117
PLEKHA7|144100	400.8032	668.6125	366.2121	643.7247	484.4665	366.384	239.5006	463.5854	601.9081	317.2644	909.2261
PLEKHA8|84725	117.2691	64.2119	73.5807	163.2928	116.1639	191.4335	135.0738	137.9552	99.7398	96.305	96.1427
PLEKHA9|51054	29.7189	140.5478	63.0088	51.2821	124.2683	97.1626	66.2126	88.5854	251.0841	86.7162	104.4024
PLEKHB1|58473	543.7751	837.0004	1950.3119	3164.6424	117.9649	251.2926	135.4521	320.7283	25.1518	521.9646	672.0079
PLEKHB2|55041	2168.6747	1670.8577	4174.6485	4765.1822	2779.8289	3981.0649	3331.4415	2392.8571	1457.9358	2353.0098	2345.0896
PLEKHF1|79156	35.3414	406.3763	11.4177	66.5767	42.7735	41.6411	165.3424	31.1625	407.6323	145.0828	172.7926
PLEKHF2|79666	844.1767	399.6408	1480.0719	2433.6482	1049.9775	885.163	2358.6833	1744.3978	367.7363	1425.397	1231.6841
PLEKHG1|57480	290.7631	781.3202	116.7142	272.6046	106.7087	298.7172	681.801	166.3165	836.9471	559.486	644.5858
PLEKHG2|64857	683.5341	687.921	169.574	983.3558	472.3098	394.7231	627.6958	354.6919	758.0225	671.2165	375.9808
PLEKHG3|26030	377.9116	654.6924	901.5752	1434.9978	630.3467	896.73	542.1869	688.7255	614.0503	684.5574	890.0636
PLEKHG4|25894	214.4578	510.1033	123.4803	484.9303	213.8676	374.7701	208.0969	574.93	192.9748	172.1816	570.9094
PLEKHG4B|153478	11.6466	286.4841	232.5827	18.8934	102.6565	383.1562	740.8248	66.8768	4.3365	322.2673	478.0705
PLEKHG5|57449	130.9237	1077.2339	305.3177	381.9163	163.8901	134.4661	180.4767	54.2717	1235.9063	267.2359	291.4017
PLEKHG6|55200	417.2691	422.5415	73.1578	358.0747	203.0617	126.9476	31.7821	201.6807	931.0494	114.6488	179.7307
PLEKHG7|440107	0	0.449	0.4229	29.2398	0	0.2892	13.9992	0.3501	0.4337	0.4169	1.6519
PLEKHH1|57475	23.3815	510.8936	540.4334	152.798	188.0684	171.9084	297.4347	699.0336	60.7762	370.2447	605.121
PLEKHH2|130271	33.3333	829.3669	14.8007	251.462	44.1243	682.7409	164.2073	35.014	844.3192	228.0468	796.2336
PLEKHH3|79990	956.2249	440.5029	613.5955	660.8187	812.697	663.6554	435.8683	481.7927	478.3174	364.3747	434.129
PLEKHJ1|55111	629.3173	413.1118	657.1519	842.5551	514.633	584.7108	353.0079	522.409	384.2151	620.771	293.384
PLEKHM1|9842	691.9679	1200.7185	298.1288	610.8862	709.5903	671.7523	775.6337	428.2213	1375.1084	677.0532	819.6911
PLEKHM1P|440456	93.759	305.6489	165.8991	157.4449	140.932	219.5731	230.3746	209.3557	284.6921	205.2255	238.9956
PLEKHM2|23207	822.8916	1457.1172	665.1866	1595.5915	1088.6988	991.8684	1460.4616	940.4762	2107.9792	1232.787	1106.1369
PLEKHM3|389072	141.7671	925.4603	107.4109	197.4809	177.3976	245.7983	417.3288	155.112	1408.0659	390.6397	909.5565
PLEKHN1|84069	26.1044	19.3085	5.9203	84.5704	72.9401	30.6525	34.0522	60.5742	0.4337	112.1474	10.9028
PLEKHO1|51177	360.241	421.1944	491.8067	481.3315	455.2004	302.7657	2182.7469	511.9048	590.6331	732.0846	344.9244
PLEKHO2|80301	715.6627	1550.0674	212.2846	1067.0265	844.2143	762.5531	1793.7949	636.9048	2917.1726	1384.9572	629.7183
PLG|5340	0	0	0	2.6991	0	0	0	0	0	0	0
PLGLA|285189	0	0	0	0.8997	0	0	0	0	0	0	0
PLGLB2|5342	23.0201	34.5308	19.1183	62.9825	27.7353	34.3771	77.7942	26.4706	37.1639	28.2995	52.0426
PLIN1|5346	37.751	37756.1742	83.3069	353.1264	14.8582	132.7311	110.1022	36.4146	69321.7693	1034.3404	3032.6258
PLIN2|123	520.4819	3651.1001	422.4548	811.0661	2100.4052	785.687	895.5732	716.0364	4346.0538	1809.7831	912.5299
PLIN3|10226	2926.1044	1045.8015	1533.3545	1981.1066	2479.964	2121.9622	1799.0919	1179.972	1229.8352	1962.7871	1221.4421
PLIN4|729359	71.8876	81992.3664	1035.2046	1236.6172	35.1193	255.6302	388.5736	570.7283	207917.6062	1647.6072	2741.2241
PLIN5|440503	495.9839	436.0126	1772.7032	188.9339	108.9599	134.4661	499.0541	797.619	499.1327	39.189	49.5581
PLK1|5347	446.988	22.4517	219.4735	433.6482	815.8487	242.6174	490.7302	1113.4454	38.595	525.2999	58.1482
PLK1S1|55857	178.7149	388.4149	517.6023	188.484	234.1288	229.6045	300.0378	300.07	406.765	234.3004	447.3445
PLK2|10769	1595.1807	1435.1145	965.8526	5654.9708	2595.2274	2414.3176	525.5392	1068.9776	1136.6002	3292.296	4325.1012
PLK3|1263	202.008	729.6812	167.0367	437.247	417.8298	272.4023	234.2036	258.7535	362.9662	294.3347	337.6559
PLK4|10733	345.3815	67.3552	107.8338	197.031	174.6961	138.2254	247.4461	570.3782	46.8343	176.7676	125.5472
PLK5P|126520	1.6064	1.3471	0	0.8997	2.2512	0.2892	0.3784	0.3501	1.301	2.9183	3.3039
PLLP|51090	98.7952	209.2501	250.7665	22.942	85.5471	77.4988	37.8358	149.8599	124.0243	117.984	234.575
PLN|5350	33.7349	257.2968	42.2878	56.6802	10.3557	60.1483	21.5664	10.1541	152.2116	76.2936	74.0068
PLOD1|5351	3257.4297	2844.185	2451.4219	1970.3104	3157.1364	3062.0684	1544.4571	1134.1036	2701.6479	4028.1327	2012.7199
PLOD2|5352	587.9518	2788.5047	735.3843	4015.7445	1148.5817	831.6658	503.216	1031.8627	4121.4224	1204.8544	817.7088
PLOD3|8985	1882.3293	1007.6336	1593.826	1363.0229	1002.7015	1559.8071	904.6538	1039.5658	1339.1154	1315.3342	617.1636
PLP1|5354	36.5462	147.7054	4.2288	13.4953	0	0.5783	1665.9062	2.1008	307.8925	29.6002	297.3486
PLP2|5355	6350.2008	1749.4387	2653.1346	2903.2839	3124.2683	1698.3216	1917.8963	2899.1597	1322.2029	2163.3182	1726.2741
PLRG1|5356	651.004	928.1545	767.1001	845.2542	1004.0522	827.039	734.0144	532.9132	778.8378	837.1445	1131.2464
PLS1|5357	741.3655	155.366	542.5521	723.3468	518.6853	465.8601	139.2357	256.6527	12.1422	185.5226	402.4118
PLS3|5358	3412.0482	5353.8392	559.0443	3984.2555	1008.1045	1762.5184	986.7575	860.2941	5830.4423	3287.7101	3334.5998
PLSCR1|5359	415.6627	802.8738	1047.468	1040.036	271.0491	310.2842	1350.7378	1399.1597	775.8023	1049.7659	695.7958
PLSCR2|57047	0	0	1.2686	1.7994	0	0.8675	0.7567	5.2521	0	1.2507	3.6343
PLSCR3|57048	518.3855	738.123	410.8003	762.1413	416.1819	310.8799	595.0322	182.1429	695.9063	896.6202	535.7099
PLSCR4|57088	221.6867	1799.2815	521.4082	473.6842	146.3305	253.8952	286.0386	238.0952	2823.0703	536.5563	1605.3523
PLSCR5|389158	0	0	0	0	0.4502	0	0	0	0	0	0.6608
PLTP|5360	814.4578	5423.8886	257.1096	1078.7224	1086.4475	628.9545	2488.4601	481.0924	3549.8699	2387.196	1709.0939
PLUNC|51297	0	0	0	0	0	0	0	0	0	0	0
PLVAP|83483	2882.3293	4868.8819	2150.7559	1863.2479	1061.6839	1745.7462	1603.8593	739.4958	10604.51	3088.8465	1238.2919
PLXDC1|57125	471.8876	653.7943	477.006	330.1844	384.5115	628.3761	420.734	251.7507	416.3053	1008.4548	865.1887
PLXDC2|84898	1573.494	832.5101	274.8705	580.2969	349.8424	755.9021	609.1563	303.5714	1107.5455	1128.5609	1059.8827
PLXNA1|5361	1007.2289	2544.6789	471.9315	1340.9807	955.8757	1222.0513	1416.9504	1530.8123	1842.1509	1915.26	1468.9023
PLXNA2|5362	775.9036	934.89	268.9502	316.2393	247.186	684.7651	150.2081	170.5182	1224.6314	687.0589	354.1753
PLXNA3|55558	1516.8675	837.0004	471.0857	3018.8934	1174.6961	1321.8165	981.8388	2499.6499	1024.7181	957.2131	466.507
PLXNA4|91584	36.1446	4322.4068	21.5668	115.1597	140.4773	160.4918	132.0469	56.3725	9508.673	454.4261	376.972
PLXNB1|5364	1551.4056	1658.7337	1663.6008	3583.8956	3032.4178	1728.9741	1767.3099	2339.2857	1422.3764	1005.9909	2200.3799
PLXNB2|23654	9550.2008	4870.229	7969.5528	7430.9492	7430.4367	3876.6729	4097.238	4971.2885	3397.6583	6677.1449	5519.1212
PLXNB3|5365	404.6305	408.4598	228.4258	238.7944	650.5088	653.0629	100.6848	158.778	385.7762	117.738	270.3296
PLXNC1|10154	448.1928	248.7652	84.5755	434.5479	128.3206	586.4458	1304.1998	350.8403	228.1006	786.6991	607.9128
PLXND1|23129	2526.506	5492.5909	1493.1811	4087.7193	1847.8163	2132.0833	5395.384	1343.1373	7391.1535	5115.0031	2175.9313
PM20D1|148811	0.4016	0	1.2686	0.8997	0.4502	0.8675	3.0269	1.0504	18.2134	6.2536	7.5989
PM20D2|135293	24.8996	417.1531	181.4145	130.4543	49.5272	122.61	235.3386	27.6611	137.0338	98.8064	866.2757
PMAIP1|5366	199.5984	35.4737	265.5672	109.3117	323.2778	388.9397	187.2872	2338.5854	65.915	96.7219	64.4255
PMCH|5367	1.0562	0	1.8522	0.6658	0.7069	0.7432	6.7802	1.1555	0	0	0.4163
PMCHL1|5369	0	0	0	0	0	0.2892	0	0	0	0	0.3304
PMCHL2|5370	0	0	0	0	0.4502	0.5783	0.3784	2.1008	0	0	0
PMEPA1|56937	3163.4538	7406.4302	2541.9178	1763.8327	4608.2846	3573.0397	757.4726	1104.3417	9491.6739	4225.3286	834.2281
PMF1|11243	948.996	521.7782	798.7779	635.4926	1386.9788	1054.0409	874.597	527.7696	488.7251	1049.5074	504.0588
PMFBP1|83449	1.6064	1.3471	0	5.3981	0	0.2892	9.0806	9.1036	9.1067	5.8367	6.6077
PML|5371	1165.8635	2552.7616	1609.0496	1836.2573	1242.2332	1223.208	2009.4589	1396.3585	2447.5282	2007.3959	1344.0159
PMM1|5372	551.4056	531.6569	700.7083	439.946	444.3944	246.955	303.0647	390.056	903.2958	465.6825	344.2636
PMM2|5373	763.3855	623.6013	1019.3932	1129.9325	2885.2769	1350.7281	699.2168	554.993	559.2411	1211.6833	421.8981
PMP2|5375	0	1.3471	0	0	0	0	0	0	11.7086	2.0845	5.6166
PMP22|5376	1742.5703	6152.2227	3482.8206	5603.6887	2419.6308	3538.9171	1955.3538	1763.6555	6647.4415	7893.6726	3663.6656
PMPCA|23203	1119.6787	783.1163	1026.3241	601.8893	1243.1337	870.7043	805.1457	634.4538	737.6409	1013.0783	669.0344
PMPCB|9512	1335.9157	1597.4809	2229.1955	1105.5241	1330.5178	1626.2449	983.3371	1049.0021	1220.6938	1053.4972	1966.545
PMS1|5378	243.7751	324.203	242.7318	211.8758	289.9595	267.7756	391.6005	382.0028	265.8283	192.6099	459.5688
PMS2|5395	854.6185	633.1388	758.6426	730.5443	578.5682	855.9564	788.8763	899.8599	507.8057	515.2941	704.3859
PMS2CL|441194	94.3775	122.1374	57.9342	115.1597	84.1963	106.4162	157.7753	75.2801	49.8699	90.4683	137.1108
